addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,building
,,28805,,Vía Complutense,
,9,28805,,Calle Valdemorillo,yes
,7,28805,,Calle Valdemorillo,yes
,6,28805,,Calle Valdemorillo,yes
,5,28805,,Calle Valdemorillo,yes
,4,28805,,Calle Valdemorillo,yes
,3,28805,,Calle Valdemorillo,yes
,2,28805,,Calle Valdemorillo,chapel
,1,28805,,Calle Valdemorillo,yes
,10,28805,,Calle Valdemorillo,industrial
,30,28805,,Calle Barrio Ledesma,industrial
,28,28805,,Calle Barrio Ledesma,industrial
,24,28805,,Calle Barrio Ledesma,yes
,22,28805,,Calle Barrio Ledesma,yes
,20,28805,,Calle Barrio Ledesma,yes
,2,28805,,Calle Barrio Ledesma,yes
,4,28805,,Calle Barrio Ledesma,yes
,6,28805,,Calle Barrio Ledesma,yes
,8,28805,,Calle Barrio Ledesma,yes
,10,28805,,Calle Barrio Ledesma,yes
,12,28805,,Calle Barrio Ledesma,yes
,14,28805,,Calle Barrio Ledesma,yes
,16,28805,,Calle Barrio Ledesma,yes
,18,28805,,Calle Barrio Ledesma,yes
,22,28804,,Calle Ávila,industrial
,18,28804,,Calle Jaén,industrial
,15,28804,,Calle Jaén,industrial
,14,28804,,Calle Jaén,industrial
,13,28804,,Calle Jaén,industrial
,12,28804,,Calle Jaén,industrial
,11,28804,,Calle Jaén,industrial
,10,28804,,Calle Jaén,industrial
,2,28804,,Calle Jaén,warehouse
,1,28804,,Calle Jaén,industrial
,4,28804,,Calle Jaén,yes
,3,28804,,Calle Jaén,industrial
,5,28804,,Calle Jaén,industrial
,6,28804,,Calle Jaén,industrial
,7,28804,,Calle Jaén,industrial
,9,28804,,Calle Jaén,industrial
,8,28804,,Calle Jaén,industrial
,,28804,,Calle Jerez,residential
,,28804,,Calle Jerez,residential
,,28804,,Calle Jerez,residential
,,28804,,Calle Málaga,residential
,,28804,,Calle Málaga,residential
,,28804,,Calle Málaga,residential
,,28804,,Calle Málaga,residential
,22A,28804,,Calle Ávila,
,1,,,Calle Santa Úrsula,church
,51,28805,,Calle Melilla,industrial
Alcalá de Henares,124,28805,,Vía Complutense,yes
,,,,Vía Complutense,public
,44,,,Calle Camino de la Esgaravita,terrace
,46,,,Calle Camino de la Esgaravita,terrace
,17,,,Calle Rafael Sanz de Diego,terrace
,1,,,Calle Rafael Sanz de Diego,terrace
,11,,,Calle Rafael Sanz de Diego,terrace
,24,,,Calle Rafael Sanz de Diego,terrace
,18,,,Calle Rafael Sanz de Diego,terrace
,14,,,Calle Rafael Sanz de Diego,terrace
,2,,,Calle Rafael Sanz de Diego,terrace
,10,,,Calle Rafael Sanz de Diego,terrace
,,28804,,Calle Zaragoza,
,,28804,,Calle Zaragoza,
,,28804,,Calle Zaragoza,
,,28804,,Calle Zaragoza,
,,28805,,Calle de Aranjuez,yes
Alcalá de Henares,,,,Calle Cogolludo,yes
,22,28804,,Avenida Don Juan de Austria,yes
,13,28804,,Avenida Juan de Austria,yes
,17,28804,,Calle Oviedo,semidetached_house
,11,28804,,Calle Oviedo,semidetached_house
,9,28804,,Calle Oviedo,semidetached_house
,7,28804,,Calle Oviedo,semidetached_house
,5,28804,,Calle Oviedo,semidetached_house
,3,28804,,Calle Oviedo,semidetached_house
,18,28804,,Calle de Ávila,house
,2A 5,28804,,Calle de León,house
,11,28805,,Calle Villaconejos,industrial
,15,28805,,Calle Villaconejos,industrial
,17,28805,,Calle Villaconejos,
,,28804,,Avenida Virgen del Val,yes
,,28804,,Avenida Lope de Figueroa,yes
,,28804,,Paseo de la Alameda,residential
,,28804,,Calle Bellavista,
,22,28804,,Paseo de la Alameda,residential
,18,28804,,Paseo de la Alameda,
,18,28804,,Paseo de la Alameda,
,3,28806,,Calle Fuentenovilla,residential
,4,28806,,Calle Fuentenovilla,residential
,,28806,,Calle Fuentenovilla,
,3,28804,,Calle de La Coruña,residential
,5,28804,,Calle de La Coruña,residential
,7,28804,,Calle de La Coruña,residential
,9,28804,,Calle de La Coruña,residential
,11,28804,,Calle de La Coruña,residential
,13,28804,,Calle de La Coruña,residential
,15,28804,,Calle de La Coruña,residential
,17,28804,,Calle de La Coruña,residential
,19,28804,,Calle de La Coruña,residential
,21,28804,,Calle de La Coruña,residential
,23,28804,,Calle de La Coruña,residential
,25,28804,,Calle de La Coruña,residential
,27,28804,,Calle de La Coruña,residential
,,28805,,Calle de Cogolludo,yes
,,28805,,Calle de Cogolludo,yes
,,28805,,Calle Cogolludo,
,,28804,,Avenida Lope de Figueroa,commercial
,18,28805,,Calle Camino de la Esgaravita,residential
,16,28805,,Calle Camino de la Esgaravita,residential
,14,28805,,Calle Camino de la Esgaravita,residential
,12,28805,,Calle Camino de la Esgaravita,residential
,10,28805,,Calle Camino de la Esgaravita,residential
,8,28805,,Calle Camino de la Esgaravita,residential
,6,28805,,Calle Camino de la Esgaravita,residential
,4,28805,,Calle Camino de la Esgaravita,residential
,2,28805,,Calle Camino de la Esgaravita,residential
,1,28805,,Calle Lugo,residential
,3,28805,,Calle Lugo,residential
,5,28805,,Calle Lugo,residential
,7,28805,,Calle Lugo,residential
,9,28805,,Calle Lugo,residential
,11,28805,,Calle Lugo,residential
,13,28805,,Calle Lugo,residential
,2,28805,,Calle Lugo,residential
,4,28805,,Calle Lugo,residential
,6,28805,,Calle Lugo,residential
,8,28805,,Calle Lugo,residential
,10,28805,,Calle Lugo,residential
,12,28805,,Calle Lugo,residential
,1,28805,,Calle Orense,residential
,3,28805,,Calle Orense,residential
,5,28805,,Calle Orense,residential
,7,28805,,Calle Orense,residential
,9,28805,,Calle Orense,residential
,11,28805,,Calle Orense,residential
,2,28805,,Calle Orense,residential
,4,28805,,Calle Orense,residential
,6,28805,,Calle Orense,residential
,8,28805,,Calle Orense,residential
,,,,Avenida Miguel de Unamuno,
,52,28805,,Calle García Morato,semidetached_house
,50,28805,,Calle García Morato,semidetached_house
,48,28805,,Calle García Morato,semidetached_house
,46,28805,,Calle García Morato,semidetached_house
,44,28805,,Calle García Morato,semidetached_house
,42,28805,,Calle García Morato,semidetached_house
,40,28805,,Calle García Morato,semidetached_house
,38,28805,,Calle García Morato,semidetached_house
,36,28805,,Calle García Morato,semidetached_house
,34,28805,,Calle García Morato,semidetached_house
,144,28805,,Calle Aviación Española,semidetached_house
,142,28805,,Calle Aviación Española,semidetached_house
,140,28805,,Calle Aviación Española,semidetached_house
,138,28805,,Calle Aviación Española,semidetached_house
,136,28805,,Calle Aviación Española,semidetached_house
,92,28805,,Vía Complutense,
,1,28805,,Calle Ramón Franco,
,,,,Plaza Carlos I,yes
,2,28804,,Calle Diego de Urbina,residential
,4,28804,,Calle Diego de Urbina,residential
,8,28805,,Plaza de Carlos I,residential
,2,28805,,Plaza de Carlos I,residential
,6,28805,,Calle Diego de Urbina,residential
,83,,,Calle Aviación Española,semidetached_house
,28,28805,,Calle Ávila,semidetached_house
,30,28805,,Calle Ávila,semidetached_house
,32,28805,,Calle Ávila,semidetached_house
,34,28805,,Calle Ávila,semidetached_house
,36,28805,,Calle Ávila,semidetached_house
,38,28805,,Calle Ávila,semidetached_house
,40,28805,,Calle Ávila,semidetached_house
,42,28805,,Calle Ávila,semidetached_house
,44,28805,,Calle Ávila,semidetached_house
,46,28805,,Calle Ávila,semidetached_house
,48,28805,,Calle Ávila,semidetached_house
,32,28805,,Calle García Morato,semidetached_house
,30,28805,,Calle García Morato,semidetached_house
,28,28805,,Calle García Morato,semidetached_house
,26,28805,,Calle García Morato,semidetached_house
,20,28805,,Calle García Morato,semidetached_house
,18,28805,,Calle García Morato,semidetached_house
,22,28805,,Calle García Morato,semidetached_house
,24,28805,,Calle García Morato,semidetached_house
,16,28805,,Calle García Morato,semidetached_house
,14,28805,,Calle García Morato,semidetached_house
,10,28805,,Calle García Morato,semidetached_house
,12,28805,,Calle García Morato,semidetached_house
,6,28805,,Calle García Morato,semidetached_house
,8,28805,,Calle García Morato,semidetached_house
,4,28805,,Calle García Morato,semidetached_house
,2,28805,,Calle García Morato,semidetached_house
,104,28805,,Calle Aviación Española,semidetached_house
,102,28805,,Calle Aviación Española,semidetached_house
,100,28805,,Calle Aviación Española,semidetached_house
,98,28805,,Calle Aviación Española,semidetached_house
,96,28805,,Calle Aviación Española,semidetached_house
,94,28805,,Calle Aviación Española,semidetached_house
,92,28805,,Calle Aviación Española,semidetached_house
,90,28805,,Calle Aviación Española,semidetached_house
,,28805,,Calle Aviación Española,
,79,28805,,Calle Aviación Española,semidetached_house
,71,28805,,Calle Aviación Española,semidetached_house
,59,28805,,Calle Aviación Española,semidetached_house
,61,28805,,Calle Aviación Española,semidetached_house
,63,28805,,Calle Aviación Española,semidetached_house
,65,28805,,Calle Aviación Española,semidetached_house
,67,28805,,Calle Aviación Española,semidetached_house
,69,28805,,Calle Aviación Española,semidetached_house
,,28805,,Calle General Vives,semidetached_house
,,28805,,Calle General Vives,semidetached_house
,,28805,,Calle General Vives,semidetached_house
,,,,Calle Fuentenovilla,
,,,,Antigua Carretera de Barcelona Km.,
,23,28806,,Calle Perales de Tajuña,terrace
,27,28806,,Calle Perales de Tajuña,terrace
,25,28806,,Calle Perales de Tajuña,terrace
,17,28806,,Calle Perales de Tajuña,terrace
,15,28806,,Calle Perales de Tajuña,terrace
,13,28806,,Calle Perales de Tajuña,terrace
,14,28806,,Calle Morata de Tajuña,terrace
,12,28806,,Calle Morata de Tajuña,terrace
,10,28806,,Calle Morata de Tajuña,terrace
,8,28806,,Calle Morata de Tajuña,terrace
,6,28806,,Calle Morata de Tajuña,terrace
,4,28806,,Calle Morata de Tajuña,terrace
,2,28806,,Calle Morata de Tajuña,terrace
,3,28801,,Calle de la Era Honda,residential
,1,28801,,Calle de la Era Honda,residential
,21,28801,,Calle de la Era Honda,residential
,34,28803,,Calle Begonia,terrace
,14,28802,,Calle de la Era Honda,residential
,40,28803,,Calle de Nuestra Señora del Pilar,residential
,38,28803,,Calle de Nuestra Señora del Pilar,residential
,36,,,Calle de Nuestra Señora del Pilar,residential
,34,28803,,Calle de Nuestra Señora del Pilar,residential
,26,28803,,Calle de Nuestra Señora del Pilar,residential
,32,28803,,Calle de Nuestra Señora del Pilar,residential
,30,28803,,Calle de Nuestra Señora del Pilar,residential
,28,,,Calle de Nuestra Señora del Pilar,residential
,24,28803,,Calle de Nuestra Señora del Pilar,residential
,20,28803,,Calle de Nuestra Señora del Pilar,residential
,18,28803,,Calle de Nuestra Señora del Pilar,residential
,16,28803,,Calle de Nuestra Señora del Pilar,residential
,14,28803,,Calle de Nuestra Señora del Pilar,residential
,22,28803,,Calle de Nuestra Señora del Pilar,residential
,2,28805,,Calle Josep Pla,terrace
,4,28805,,Calle Josep Pla,terrace
,6,28805,,Calle Josep Pla,terrace
,8,28805,,Calle Josep Pla,terrace
,14,28805,,Calle Josep Pla,terrace
,16,28805,,Calle Josep Pla,terrace
,12,28805,,Calle Josep Pla,terrace
,10,28805,,Calle Josep Pla,terrace
,30,28805,,Calle Josep Pla,terrace
,32,28805,,Calle Josep Pla,terrace
,28,28805,,Calle Josep Pla,terrace
,26,28805,,Calle Josep Pla,terrace
,24,28805,,Calle Josep Pla,terrace
,22,28805,,Calle Josep Pla,terrace
,20,28805,,Calle Josep Pla,terrace
,18,28805,,Calle Josep Pla,terrace
,34,28805,,Calle Josep Pla,terrace
,33,28805,,Calle Josep Pla,terrace
,31,28805,,Calle Pedro Muñoz Seca,terrace
,29,28805,,Calle Pedro Muñoz Seca,terrace
,27,28805,,Calle Pedro Muñoz Seca,terrace
,25,28805,,Calle Pedro Muñoz Seca,terrace
,23,28805,,Calle Pedro Muñoz Seca,terrace
,21,28805,,Calle Pedro Muñoz Seca,terrace
,19,28805,,Calle Pedro Muñoz Seca,terrace
,17,28805,,Calle Pedro Muñoz Seca,terrace
,15,28805,,Calle Pedro Muñoz Seca,terrace
,13,28805,,Calle Pedro Muñoz Seca,terrace
,11,28805,,Calle Pedro Muñoz Seca,terrace
,9,28805,,Calle Pedro Muñoz Seca,terrace
,7,28805,,Calle Pedro Muñoz Seca,terrace
,5,28805,,Calle Pedro Muñoz Seca,terrace
,3,28805,,Calle Pedro Muñoz Seca,terrace
,1,28805,,Calle Pedro Muñoz Seca,terrace
,22,28805,,Calle Pedro Muñoz Seca,terrace
,24,28805,,Calle Pedro Muñoz Seca,terrace
,26,28805,,Calle Pedro Muñoz Seca,terrace
,28,28805,,Calle Pedro Muñoz Seca,terrace
,20,28805,,Calle Pedro Muñoz Seca,terrace
,18,28805,,Calle Pedro Muñoz Seca,terrace
,16,28805,,Calle Pedro Muñoz Seca,terrace
,19,28805,,Calle María Moliner,terrace
,17,28805,,Calle María Moliner,terrace
,15,28805,,Calle María Moliner,terrace
,14,28805,,Calle Pedro Muñoz Seca,terrace
,12,28805,,Calle Pedro Muñoz Seca,terrace
,10,28805,,Calle Pedro Muñoz Seca,terrace
,13,28805,,Calle María Moliner,terrace
,11,28805,,Calle María Moliner,terrace
,9,28805,,Calle María Moliner,terrace
,8,28805,,Calle Pedro Muñoz Seca,terrace
,6,28805,,Calle Pedro Muñoz Seca,terrace
,4,28805,,Calle Pedro Muñoz Seca,terrace
,2,28805,,Calle Pedro Muñoz Seca,terrace
,7,28805,,Calle María Moliner,terrace
,5,28805,,Calle María Moliner,terrace
,3,28805,,Calle María Moliner,terrace
,1,28805,,Calle María Moliner,terrace
,27,28805,,Calle María Moliner,terrace
,25,28805,,Calle María Moliner,terrace
,23,28805,,Calle María Moliner,terrace
,21,28805,,Calle María Moliner,terrace
,6,28805,,Calle de Juan Ramón Jiménez,terrace
,8,28805,,Calle de Juan Ramón Jiménez,terrace
,10,28805,,Calle Juan Ramón Jiménez,terrace
,12,28805,,Calle Juan Ramón Jiménez,terrace
,14,28805,,Calle Juan Ramón Jiménez,terrace
,16,28805,,Calle Juan Ramón Jiménez,terrace
,18,28805,,Calle Juan Ramón Jiménez,terrace
,20,28805,,Calle Juan Ramón Jiménez,terrace
,24,28805,,Calle Juan Ramón Jiménez,terrace
,22,28805,,Calle Juan Ramón Jiménez,terrace
,26,28805,,Calle Juan Ramón Jiménez,terrace
,28,28805,,Calle Juan Ramón Jiménez,terrace
,30,28805,,Calle Juan Ramón Jiménez,terrace
,32,28805,,Calle Juan Ramón Jiménez,terrace
,34,28805,,Calle Juan Ramón Jiménez,terrace
,81,28805,,Calle Carmen Conde,terrace
,79,28805,,Calle Carmen Conde,terrace
,77,28805,,Calle Carmen Conde,terrace
,75,28805,,Calle Carmen Conde,terrace
,73,28805,,Calle Carmen Conde,terrace
,71,28805,,Calle Carmen Conde,terrace
,69,28805,,Calle Carmen Conde,terrace
,67,28805,,Calle Carmen Conde,terrace
,65,28805,,Calle Carmen Conde,terrace
,63,28805,,Calle Carmen Conde,terrace
,61,28805,,Calle Carmen Conde,terrace
,59,28805,,Calle Carmen Conde,terrace
,57,28805,,Calle Carmen Conde,terrace
,55,28805,,Calle Carmen Conde,terrace
,53,28805,,Calle Carmen Conde,terrace
,58,28805,,Calle Carmen Conde,terrace
,60,28805,,Calle Carmen Conde,terrace
,62,28805,,Calle Carmen Conde,terrace
,66,28805,,Calle Carmen Conde,terrace
,64,28805,,Calle Carmen Conde,terrace
,68,28805,,Calle Carmen Conde,terrace
,70,28805,,Calle Carmen Conde,terrace
,72,28805,,Calle Carmen Conde,terrace
,74,28805,,Calle Carmen Conde,terrace
,76,28805,,Calle Carmen Conde,terrace
,78,28805,,Calle Carmen Conde,terrace
,80,28805,,Calle Carmen Conde,terrace
,82,28805,,Calle Carmen Conde,terrace
,84,28805,,Calle Carmen Conde,terrace
,86,28805,,Calle Carmen Conde,terrace
,88,28805,,Calle Carmen Conde,terrace
,90,28805,,Calle Carmen Conde,terrace
,94,28805,,Calle Carmen Conde,terrace
,92,28805,,Calle Carmen Conde,terrace
,51,28805,,Calle Carmen Conde,terrace
,49,28805,,Calle Carmen Conde,terrace
,47,28805,,Calle Carmen Conde,terrace
,45,28805,,Calle Carmen Conde,terrace
,43,28805,,Calle Carmen Conde,terrace
,41,28805,,Calle Carmen Conde,terrace
,39,28805,,Calle Carmen Conde,terrace
,37,28805,,Calle Carmen Conde,terrace
,35,28805,,Calle Carmen Conde,terrace
,33,28805,,Calle Carmen Conde,terrace
,31,28805,,Calle Carmen Conde,terrace
,29,28805,,Calle Carmen Conde,terrace
,27,28805,,Calle Carmen Conde,terrace
,25,28805,,Calle Carmen Conde,terrace
,23,28805,,Calle Carmen Conde,terrace
,21,28805,,Calle Carmen Conde,terrace
,19,28805,,Calle Carmen Conde,terrace
,17,28805,,Calle Carmen Conde,terrace
,15,28805,,Calle Carmen Conde,terrace
,13,28805,,Calle Carmen Conde,terrace
,11,28805,,Calle Carmen Conde,terrace
,9,28805,,Calle Carmen Conde,terrace
,7,28805,,Calle Carmen Conde,terrace
,5,28805,,Calle Carmen Conde,terrace
,3,28805,,Calle Carmen Conde,terrace
,1,28805,,Calle Carmen Conde,terrace
,56,28805,,Calle Carmen Conde,terrace
,54,28805,,Calle Carmen Conde,terrace
,52,28805,,Calle Carmen Conde,terrace
,50,28805,,Calle Carmen Conde,terrace
,48,28805,,Calle Carmen Conde,terrace
,46,28805,,Calle Carmen Conde,terrace
,44,28805,,Calle Carmen Conde,terrace
,42,28805,,Calle Carmen Conde,terrace
,40,28805,,Calle Carmen Conde,terrace
,38,28805,,Calle Carmen Conde,terrace
,36,28805,,Calle Carmen Conde,terrace
,34,28805,,Calle Carmen Conde,terrace
,32,28805,,Calle Carmen Conde,terrace
,30,28805,,Calle Carmen Conde,terrace
,28,28805,,Calle Carmen Conde,terrace
,26,28805,,Calle Carmen Conde,terrace
,24,28805,,Calle Carmen Conde,terrace
,22,28805,,Calle Carmen Conde,terrace
,20,28805,,Calle Carmen Conde,terrace
,18,28805,,Calle Carmen Conde,terrace
,14,28805,,Calle Carmen Conde,terrace
,16,28805,,Calle Carmen Conde,terrace
,12,28805,,Calle Carmen Conde,terrace
,10,28805,,Calle Carmen Conde,terrace
,8,28805,,Calle Carmen Conde,terrace
,6,28805,,Calle Carmen Conde,terrace
,33,28805,,Calle de Juan Ramón Jiménez,terrace
,37,28805,,Calle Juan Ramón Jiménez,terrace
,35,28805,,Calle de Juan Ramón Jiménez,terrace
,39,28805,,Calle Juan Ramón Jiménez,terrace
,41,28805,,Calle Juan Ramón Jiménez,terrace
,43,28805,,Calle Juan Ramón Jiménez,terrace
,45,28805,,Calle Juan Ramón Jiménez,terrace
,47,28805,,Calle Juan Ramón Jiménez,terrace
,49,28805,,Calle Juan Ramón Jiménez,terrace
,51,28805,,Calle Juan Ramón Jiménez,terrace
,53,28805,,Calle Juan Ramón Jiménez,terrace
,55,28805,,Calle Juan Ramón Jiménez,terrace
,57,28805,,Calle Juan Ramón Jiménez,terrace
,59,28805,,Calle Juan Ramón Jiménez,terrace
,5,28805,,Calle de Juan Ramón Jiménez,terrace
,9,28805,,Calle Juan Ramón Jiménez,terrace
,7,28805,,Calle de Juan Ramón Jiménez,terrace
,11,28805,,Calle Juan Ramón Jiménez,terrace
,13,28805,,Calle Juan Ramón Jiménez,terrace
,15,28805,,Calle Juan Ramón Jiménez,terrace
,17,28805,,Calle Juan Ramón Jiménez,terrace
,19,28805,,Calle Juan Ramón Jiménez,terrace
,21,28805,,Calle Juan Ramón Jiménez,terrace
,23,28805,,Calle Juan Ramón Jiménez,terrace
,25,28805,,Calle Juan Ramón Jiménez,terrace
,27,28805,,Calle Juan Ramón Jiménez,terrace
,29,28805,,Calle Juan Ramón Jiménez,terrace
,31,28805,,Calle Juan Ramón Jiménez,terrace
,2,28805,,Calle Salvador de Madariaga,terrace
,6,28805,,Calle Salvador de Madariaga,terrace
,4,28805,,Calle Salvador de Madariaga,terrace
,8,28805,,Calle Salvador de Madariaga,terrace
,10,28805,,Calle Salvador de Madariaga,terrace
,12,28805,,Calle Salvador de Madariaga,terrace
,14,28805,,Calle Salvador de Madariaga,terrace
,16,28805,,Calle Salvador de Madariaga,terrace
,18,28805,,Calle Salvador de Madariaga,terrace
,20,28805,,Calle Salvador de Madariaga,terrace
,22,28805,,Calle Salvador de Madariaga,terrace
,24,28805,,Calle Salvador de Madariaga,terrace
,26,28805,,Calle Salvador de Madariaga,terrace
,28,28805,,Calle Salvador de Madariaga,terrace
,32,28805,,Calle Salvador de Madariaga,terrace
,30,28805,,Calle Salvador de Madariaga,terrace
,34,28805,,Calle Salvador de Madariaga,terrace
,36,28805,,Calle Salvador de Madariaga,terrace
,38,28805,,Calle Salvador de Madariaga,terrace
,40,28805,,Calle Salvador de Madariaga,terrace
,42,28805,,Calle Salvador de Madariaga,terrace
,44,28805,,Calle Salvador de Madariaga,terrace
,46,28805,,Calle Salvador de Madariaga,terrace
,48,28805,,Calle Salvador de Madariaga,terrace
